[2022-07-26 17:49:44] Console created
[2022-07-26 17:49:44] UE4SS - v1.3.3 Beta #0 - Build #3918
[2022-07-26 17:49:44] WITH_CASE_PRESERVING_NAME: No

[2022-07-26 17:49:44] No specific game configuration found, using default configuration file
[2022-07-26 17:49:44] Config: C:\Program Files (x86)\Steam\steamapps\common\Stray\Hk_project\Binaries\Win64\UE4SS-settings.ini

[2022-07-26 17:49:44] root directory: C:\Program Files (x86)\Steam\steamapps\common\Stray\Hk_project\Binaries\Win64
[2022-07-26 17:49:44] working directory: C:\Program Files (x86)\Steam\steamapps\common\Stray\Hk_project\Binaries\Win64
[2022-07-26 17:49:44] game executable directory: C:\Program Files (x86)\Steam\steamapps\common\Stray\Hk_project\Binaries\Win64
[2022-07-26 17:49:44] mods directory: C:\Program Files (x86)\Steam\steamapps\common\Stray\Hk_project\Binaries\Win64\Mods
[2022-07-26 17:49:44] log directory: C:\Program Files (x86)\Steam\steamapps\common\Stray\Hk_project\Binaries\Win64
[2022-07-26 17:49:44] object dumper directory: C:\Program Files (x86)\Steam\steamapps\common\Stray\Hk_project\Binaries\Win64


[2022-07-26 17:49:44] Deserialized FName::ToString address: 0x7ff748e0bd70
[2022-07-26 17:49:44] Deserialized StaticConstructObject_Internal address: 0x7ff748ffa170
[2022-07-26 17:49:44] Deserialized FName::FName address: 0x7ff748dfec30
[2022-07-26 17:49:44] Deserialized GUObjectArray address: 0x7ff74ca7ae40
[2022-07-26 17:49:44] Deserialized GMalloc address: 0x0
[2022-07-26 17:49:44] Need to construct: /Script/CoreUObject.Class
[2022-07-26 17:49:44] Need to construct: /Script/CoreUObject
[2022-07-26 17:49:44] Need to construct: /Script/CoreUObject.Struct
[2022-07-26 17:49:44] Need to construct: /Script/Engine.Pawn
[2022-07-26 17:49:44] Need to construct: /Script/Engine.Character
[2022-07-26 17:49:44] Need to construct: /Script/Engine.Actor
[2022-07-26 17:49:44] Need to construct: /Script/CoreUObject.Vector
[2022-07-26 17:49:44] Need to construct: /Script/Engine.Default__DefaultPawn
[2022-07-26 17:49:44] Need to construct: /Script/Engine.HitResult
[2022-07-26 17:49:44] Need to construct: /Script/Engine.Default__MaterialExpression
[2022-07-26 17:49:44] Need to construct: /Script/Engine.ActorComponent
[2022-07-26 17:49:44] Need to construct: /Script/CoreUObject.OrientedBox
[2022-07-26 17:49:44] Need to construct: /Script/Engine.MovementComponent
[2022-07-26 17:49:44] Need to construct: /Script/Engine.HUD
[2022-07-26 17:49:44] Need to construct: /Script/Engine.PlayerController
[2022-07-26 17:49:44] Need to construct: /Script/Engine.PlayerCameraManager
[2022-07-26 17:49:44] Need to construct: /Script/CoreUObject.EInterpCurveMode
[2022-07-26 17:49:44] Need to construct: /Script/Engine.ENetRole
[2022-07-26 17:49:44] Need to construct: /Script/MovieScene.MovieSceneEditorData
[2022-07-26 17:49:44] Need to construct: /Script/UMG.Widget
[2022-07-26 17:49:44] Need to construct: /Script/UMG.ComboBoxString
[2022-07-26 17:49:44] Need to construct: /Script/CoreUObject.Interface
[2022-07-26 17:49:44] Need to construct: /Script/CoreUObject.DynamicClass
[2022-07-26 17:49:45] Constructed [1 / 23]: /Script/CoreUObject.Class
[2022-07-26 17:49:45] Constructed [2 / 23]: /Script/CoreUObject
[2022-07-26 17:49:45] Constructed [3 / 23]: /Script/CoreUObject.Struct
[2022-07-26 17:49:45] Constructed [4 / 23]: /Script/Engine.Pawn
[2022-07-26 17:49:45] Constructed [5 / 23]: /Script/Engine.Character
[2022-07-26 17:49:45] Constructed [6 / 23]: /Script/Engine.Actor
[2022-07-26 17:49:45] Constructed [7 / 23]: /Script/Engine.ActorComponent
[2022-07-26 17:49:45] Constructed [8 / 23]: /Script/Engine.MovementComponent
[2022-07-26 17:49:45] Constructed [9 / 23]: /Script/Engine.HUD
[2022-07-26 17:49:45] Constructed [10 / 23]: /Script/Engine.PlayerController
[2022-07-26 17:49:45] Constructed [11 / 23]: /Script/Engine.PlayerCameraManager
[2022-07-26 17:49:45] Constructed [12 / 23]: /Script/UMG.Widget
[2022-07-26 17:49:45] Constructed [13 / 23]: /Script/UMG.ComboBoxString
[2022-07-26 17:49:45] Constructed [14 / 23]: /Script/CoreUObject.Interface
[2022-07-26 17:49:45] Constructed [15 / 23]: /Script/CoreUObject.DynamicClass
[2022-07-26 17:49:45] Constructed [16 / 23]: /Script/CoreUObject.Vector
[2022-07-26 17:49:45] Constructed [17 / 23]: /Script/Engine.Default__DefaultPawn
[2022-07-26 17:49:45] Constructed [18 / 23]: /Script/Engine.HitResult
[2022-07-26 17:49:45] Constructed [19 / 23]: /Script/Engine.Default__MaterialExpression
[2022-07-26 17:49:45] Constructed [20 / 23]: /Script/CoreUObject.OrientedBox
[2022-07-26 17:49:45] Constructed [21 / 23]: /Script/CoreUObject.EInterpCurveMode
[2022-07-26 17:49:45] Constructed [22 / 23]: /Script/Engine.ENetRole
[2022-07-26 17:49:45] Constructed [23 / 23]: /Script/MovieScene.MovieSceneEditorData
[2022-07-26 17:49:45] Constructed 23 of 23 objects
[2022-07-26 17:49:45] Post-initialization: GMalloc: 0x7ff74c9f66b8 -> 0x2a1fe815f30
[2022-07-26 17:49:45] 
##### MEMBER OFFSETS START #####

[2022-07-26 17:49:45] UWorld::bIsLevelStreamingFrozen = 0x10B
[2022-07-26 17:49:45] UWorld::StreamingVolumeUpdateDelay = 0x55C
[2022-07-26 17:49:45] UWorld::bIsBuilt = 0x10B
[2022-07-26 17:49:45] UWorld::TimeSeconds = 0x5A0
[2022-07-26 17:49:45] UWorld::UnpausedTimeSeconds = 0x5A4
[2022-07-26 17:49:45] UWorld::ViewLocationsRenderedLastFrame = 0xF8
[2022-07-26 17:49:45] UWorld::bActorsInitialized = 0x10C
[2022-07-26 17:49:45] UWorld::bIsTearingDown = 0x10D
[2022-07-26 17:49:45] UWorld::bAreConstraintsDirty = 0x10E
[2022-07-26 17:49:45] UWorld::bBegunPlay = 0x10D
[2022-07-26 17:49:45] UWorld::bDebugPauseExecution = 0x10D
[2022-07-26 17:49:45] UWorld::bDoDelayedUpdateCullDistanceVolumes = 0x10C
[2022-07-26 17:49:45] UWorld::bRequestedBlockOnAsyncLoading = 0x10C
[2022-07-26 17:49:45] UWorld::bDropDetail = 0x10C
[2022-07-26 17:49:45] UWorld::bMatchStarted = 0x10D
[2022-07-26 17:49:45] UWorld::bIsCameraMoveableWhenPaused = 0x10E
[2022-07-26 17:49:45] UWorld::bIsRunningConstructionScript = 0x10C
[2022-07-26 17:49:45] UWorld::bShouldSimulatePhysics = 0x10C
[2022-07-26 17:49:45] UWorld::bIsWorldInitialized = 0x10B
[2022-07-26 17:49:45] UWorld::bKismetScriptError = 0x10D
[2022-07-26 17:49:45] UWorld::bMarkedObjectsPendingKill = 0x618
[2022-07-26 17:49:45] UWorld::bWorldWasLoadedThisTick = 0x10B
[2022-07-26 17:49:45] UWorld::bPlayersOnlyPending = 0x10D
[2022-07-26 17:49:45] UWorld::bPostTickComponentUpdate = 0x10B
[2022-07-26 17:49:45] UWorld::bRequiresHitProxies = 0x10E
[2022-07-26 17:49:45] UWorld::bShouldForceUnloadStreamingLevels = 0x10E
[2022-07-26 17:49:45] UWorld::bShouldForceVisibleStreamingLevels = 0x10E
[2022-07-26 17:49:46] UWorld::bShouldTick = 0x10E
[2022-07-26 17:49:46] UWorld::bStartup = 0x10D
[2022-07-26 17:49:46] UWorld::bStreamingDataDirty = 0x10E
[2022-07-26 17:49:46] UWorld::bTickNewlySpawned = 0x10B
[2022-07-26 17:49:46] UClass::ClassConstructor = 0xB0
[2022-07-26 17:49:46] UClass::ClassAddReferencedObjects = 0xC0
[2022-07-26 17:49:46] UClass::bCooked = 0xC8
[2022-07-26 17:49:46] UClass::ClassConfigName = 0xE8
[2022-07-26 17:49:46] UClass::ClassDefaultObject = 0x118
[2022-07-26 17:49:46] UClass::ClassFlags = 0xCC
[2022-07-26 17:49:46] UClass::ClassGeneratedBy = 0xE0
[2022-07-26 17:49:46] UClass::ClassUnique = 0xC8
[2022-07-26 17:49:46] UClass::ClassVTableHelperCtorCaller = 0xB8
[2022-07-26 17:49:46] UClass::ClassWithin = 0xD8
[2022-07-26 17:49:46] UClass::FirstOwnedClassRep = 0x110
[2022-07-26 17:49:46] UClass::Interfaces = 0x1D8
[2022-07-26 17:49:46] UClass::NetFields = 0x100
[2022-07-26 17:49:46] UClass::SparseClassData = 0x120
[2022-07-26 17:49:46] UClass::SparseClassDataStruct = 0x128
[2022-07-26 17:49:46] UEnum::CppForm = 0x50
[2022-07-26 17:49:46] UEnum::CppType = 0x30
[2022-07-26 17:49:46] UEnum::EnumDisplayNameFn = 0x58
[2022-07-26 17:49:46] UEnum::Names = 0x40
[2022-07-26 17:49:46] UEnum::EnumFlags_Internal = 0x54
[2022-07-26 17:49:46] FObjectPropertyBase::PropertyClass = 0x78
[2022-07-26 17:49:46] FDelegateProperty::SignatureFunction = 0x78
[2022-07-26 17:49:46] FMulticastDelegateProperty::SignatureFunction = 0x78
[2022-07-26 17:49:46] FSetProperty::ElementProp = 0x78
[2022-07-26 17:49:46] FStructProperty::Struct = 0x78
[2022-07-26 17:49:46] FArrayProperty::Inner = 0x78
[2022-07-26 17:49:46] FMapProperty::KeyProp = 0x78
[2022-07-26 17:49:46] FMapProperty::ValueProp = 0x80
[2022-07-26 17:49:46] FBoolProperty::FieldMask = 0x7B
[2022-07-26 17:49:46] FBoolProperty::ByteMask = 0x7A
[2022-07-26 17:49:46] FBoolProperty::FieldSize = 0x78
[2022-07-26 17:49:46] FBoolProperty::ByteOffset = 0x79
[2022-07-26 17:49:46] FByteProperty::Enum = 0x78
[2022-07-26 17:49:46] FClassProperty::MetaClass = 0x80
[2022-07-26 17:49:46] FSoftClassProperty::MetaClass = 0x80
[2022-07-26 17:49:46] FInterfaceProperty::InterfaceClass = 0x78
[2022-07-26 17:49:46] FFieldPathProperty::PropertyClass = 0x78
[2022-07-26 17:49:46] 
##### MEMBER OFFSETS END #####

[2022-07-26 17:49:46] m_shared_functions: 0x7ffbc3be2100
[2022-07-26 17:49:46] Setting up mods...
[2022-07-26 17:49:46] Starting mods...
[2022-07-26 17:49:46] Starting mod 'ObjectDumperMod'
[2022-07-26 17:49:46] Starting mod 'CXXHeaderGeneratorMod'
[2022-07-26 17:49:46] Starting mod 'UHTCompatibleHeaderGeneratorMod'
[2022-07-26 17:49:46] Starting mod 'CheatManagerEnablerMod'
[2022-07-26 17:49:46] Found mod 'ActorDumperMod' but can't start it because it's not enabled in mods.txt.
[2022-07-26 17:49:46] Starting mod 'ConsoleCommandsMod'
[2022-07-26 17:49:46] Starting mod 'ConsoleEnablerMod'
[2022-07-26 17:49:46] [Lua] ConsoleClass, GameViewport, or ViewportConsole is invalid
[2022-07-26 17:49:46] Event loop start
[2022-07-26 17:49:46] [Lua] [CheatManager Creator] Constructed CheatManager [0x2A1A7642220]
[2022-07-26 17:49:46] [Lua] [CheatManager Creator] Enabled CheatManager
[2022-07-26 17:49:52] [Lua] [CheatManager Creator] Constructed CheatManager [0x2A1A6B6E0C0]
[2022-07-26 17:49:52] [Lua] [CheatManager Creator] Enabled CheatManager
[2022-07-26 17:49:56] [Lua] [CheatManager Creator] Constructed CheatManager [0x2A19EAD04C0]
[2022-07-26 17:49:56] [Lua] [CheatManager Creator] Enabled CheatManager
